시도명,시군구명,기준년도,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
부산광역시,남구,2005,0.042,0.03,0.043,0.053,0.051,0.058,0.081,0.075,0.096,0.095,0.093,0.116
부산광역시,북구,2005,0.041,0.002,0.056,0.047,0.067,0.06,0.082,0.025,0.032,0.076,0.052,0.063
부산광역시,해운대구,2005,0.103,0.085,0.247,0.125,0.277,0.19,0.085,0.248,0.233,0.244,0.193,0.14
부산광역시,사하구,2005,0.058,0.032,0.058,0.083,0.106,0.06,0.104,0.121,0.097,0.076,0.137,0.202
부산광역시,금정구,2005,0.086,0.082,0.07,0.09,0.135,0.185,0.342,0.381,0.197,0.189,0.225,0.223
부산광역시,강서구,2005,0.309,0.296,0.486,0.952,1.036,1.012,0.902,0.659,0.414,0.433,0.248,0.494
부산광역시,연제구,2005,0.055,0.077,0.104,0.074,0.067,0.087,0.101,0.085,0.051,0.046,0.159,0.299
부산광역시,수영구,2005,0.067,0.051,0.073,0.058,0.074,0.159,0.113,0.181,0.193,0.204,0.189,0.217
부산광역시,사상구,2005,0.067,0.042,0.062,0.08,0.115,0.058,0.116,0.118,0.085,0.121,0.091,0.052
부산광역시,기장군,2005,0.319,0.272,0.429,0.61,0.61,0.672,0.465,0.424,0.31,0.43,0.68,0.658
